,CardNo,Sex,Major,AccessCardNo,Index,Date,Address,Access,Describe
1701,180644,女,18工商企管,19617370,1374178,2019-04-27 13:14:00,飞凤轩[出门],1,允许通过
1702,180644,女,18工商企管,19617370,1374366,2019-04-27 20:52:00,飞凤轩[进门],1,允许通过
1703,180644,女,18工商企管,19617370,1374515,2019-04-28 07:39:00,飞凤轩[出门],1,允许通过
1704,180644,女,18工商企管,19617370,1374861,2019-04-28 22:28:00,飞凤轩[进门],1,允许通过
1705,180645,女,18工商企管,18425274,1331615,2019-04-01 11:11:00,飞凤轩[出门],1,允许通过
1706,180645,女,18工商企管,18425274,1334615,2019-04-01 22:39:00,飞凤轩[进门],1,允许通过
1707,180645,女,18工商企管,18425274,1334914,2019-04-05 10:40:00,飞凤轩[出门],1,允许通过
1708,180645,女,18工商企管,18425274,1335129,2019-04-05 00:00:00,飞凤轩[进门],1,允许通过
1709,180645,女,18工商企管,18425274,1335179,2019-04-05 14:48:00,飞凤轩[出门],1,允许通过
1710,180645,女,18工商企管,18425274,1335226,2019-04-05 19:11:00,飞凤轩[出门],1,允许通过
1711,180645,女,18工商企管,18425274,1335280,2019-04-05 19:55:00,飞凤轩[进门],1,允许通过
1712,180645,女,18工商企管,18425274,1335486,2019-04-06 07:38:00,飞凤轩[出门],1,允许通过
1713,180645,女,18工商企管,18425274,1336317,2019-04-07 10:59:00,飞凤轩[进门],1,允许通过
1714,180645,女,18工商企管,18425274,1336418,2019-04-07 12:10:00,飞凤轩[出门],1,允许通过
1715,180645,女,18工商企管,18425274,1336420,2019-04-07 12:11:00,飞凤轩[进门],1,允许通过
1716,180645,女,18工商企管,18425274,1336884,2019-04-07 19:03:00,飞凤轩[出门],1,允许通过
1717,180645,女,18工商企管,18425274,1337099,2019-04-07 21:39:00,飞凤轩[进门],1,允许通过
1718,180645,女,18工商企管,18425274,1337366,2019-04-03 13:11:00,飞凤轩[出门],1,允许通过
1719,180645,女,18工商企管,18425274,1340751,2019-04-04 18:56:00,飞凤轩[进门],1,允许通过
1720,180645,女,18工商企管,18425274,1341113,2019-04-02 08:13:00,飞凤轩[出门],1,允许通过
1721,180645,女,18工商企管,18425274,1341120,2019-04-02 08:17:00,飞凤轩[进门],1,允许通过
1722,180645,女,18工商企管,18425274,1341276,2019-04-02 13:26:00,飞凤轩[进门],1,允许通过
1723,180645,女,18工商企管,18425274,1344160,2019-04-02 00:00:00,飞凤轩[进门],1,允许通过
1724,180645,女,18工商企管,18425274,1344825,2019-04-29 18:26:00,飞凤轩[进门],1,允许通过
1725,180645,女,18工商企管,18425274,1344837,2019-04-29 18:31:00,飞凤轩[出门],1,允许通过
1726,180645,女,18工商企管,18425274,1345181,2019-04-29 22:14:00,飞凤轩[进门],1,允许通过
1727,180645,女,18工商企管,18425274,1345322,2019-04-30 07:57:00,飞凤轩[出门],1,允许通过
1728,180645,女,18工商企管,18425274,1345772,2019-04-30 19:40:00,飞凤轩[进门],1,允许通过
1729,180645,女,18工商企管,18425274,1347272,2019-04-08 13:52:00,飞凤轩[进门],1,允许通过
1730,180645,女,18工商企管,18425274,1348460,2019-04-09 09:55:00,飞凤轩[出门],1,允许通过
1731,180645,女,18工商企管,18425274,1348950,2019-04-09 23:39:00,飞凤轩[出门],1,允许通过
1732,180645,女,18工商企管,18425274,1350285,2019-04-10 21:12:00,飞凤轩[进门],1,允许通过
1733,180645,女,18工商企管,18425274,1350353,2019-04-10 21:54:00,飞凤轩[出门],1,允许通过
1734,180645,女,18工商企管,18425274,1350395,2019-04-10 22:12:00,飞凤轩[进门],1,允许通过
1735,180645,女,18工商企管,18425274,1354458,2019-04-13 08:40:00,飞凤轩[进门],1,允许通过
1736,180645,女,18工商企管,18425274,1354466,2019-04-13 08:44:00,飞凤轩[出门],1,允许通过
1737,180645,女,18工商企管,18425274,1355305,2019-04-14 08:16:00,飞凤轩[出门],1,允许通过
1738,180645,女,18工商企管,18425274,1355686,2019-04-14 12:26:00,飞凤轩[进门],1,允许通过
1739,180645,女,18工商企管,18425274,1355951,2019-04-14 00:00:00,飞凤轩[出门],1,允许通过
1740,180645,女,18工商企管,18425274,1358438,2019-04-16 06:52:00,飞凤轩[出门],1,允许通过
1741,180645,女,18工商企管,18425274,1358723,2019-04-16 18:45:00,飞凤轩[进门],1,允许通过
1742,180645,女,18工商企管,18425274,1359100,2019-04-16 23:26:00,飞凤轩[出门],1,允许通过
1743,180645,女,18工商企管,18425274,1361521,2019-04-18 22:35:00,飞凤轩[进门],1,允许通过
1744,180645,女,18工商企管,18425274,1362589,2019-04-19 19:19:00,飞凤轩[出门],1,允许通过
1745,180645,女,18工商企管,18425274,1362874,2019-04-19 23:28:00,飞凤轩[出门],1,允许通过
1746,180645,女,18工商企管,18425274,1363101,2019-04-20 13:36:00,飞凤轩[出门],1,允许通过
1747,180645,女,18工商企管,18425274,1363191,2019-04-20 00:00:00,飞凤轩[进门],1,允许通过
1748,180645,女,18工商企管,18425274,1366203,2019-04-21 20:19:00,飞凤轩[出门],1,允许通过
1749,180645,女,18工商企管,18425274,1366408,2019-04-22 00:21:00,飞凤轩[出门],1,允许通过
1750,180645,女,18工商企管,18425274,1366416,2019-04-22 00:43:00,飞凤轩[出门],1,允许通过
1751,180645,女,18工商企管,18425274,1367747,2019-04-22 19:06:00,飞凤轩[进门],1,允许通过
1752,180645,女,18工商企管,18425274,1368198,2019-04-23 10:23:00,飞凤轩[进门],1,允许通过
1753,180645,女,18工商企管,18425274,1368260,2019-04-23 13:27:00,飞凤轩[进门],1,允许通过
1754,180645,女,18工商企管,18425274,1370455,2019-04-25 21:59:00,飞凤轩[出门],1,允许通过
1755,180645,女,18工商企管,18425274,1370539,2019-04-25 23:48:00,飞凤轩[出门],1,允许通过
1756,180645,女,18工商企管,18425274,1373741,2019-04-26 23:45:00,飞凤轩[出门],1,允许通过
1757,180645,女,18工商企管,18425274,1373766,2019-04-27 06:38:00,飞凤轩[出门],1,允许通过
1758,180645,女,18工商企管,18425274,1374497,2019-04-28 06:32:00,飞凤轩[出门],1,允许通过
1759,180645,女,18工商企管,18425274,1374847,2019-04-28 00:00:00,飞凤轩[进门],1,允许通过
1760,180649,女,18工商企管,21052730,1340282,2019-04-04 15:22:00,飞凤轩[进门],1,允许通过
1761,180649,女,18工商企管,21052730,1343978,2019-04-02 19:55:00,飞凤轩[进门],1,允许通过
1762,180649,女,18工商企管,21052730,1344911,2019-04-29 00:00:00,飞凤轩[出门],1,允许通过
1763,180649,女,18工商企管,21052730,1345354,2019-04-30 08:21:00,飞凤轩[出门],1,允许通过
1764,180649,女,18工商企管,21052730,1345987,2019-04-30 21:59:00,飞凤轩[进门],1,允许通过
1765,180649,女,18工商企管,21052730,1348086,2019-04-08 19:42:00,飞凤轩[出门],1,允许通过
1766,180649,女,18工商企管,21052730,1348758,2019-04-09 20:13:00,飞凤轩[出门],1,允许通过
1767,180649,女,18工商企管,21052730,1351679,2019-04-12 08:46:00,飞凤轩[进门],1,允许通过
1768,180649,女,18工商企管,21052730,1354439,2019-04-13 08:25:00,飞凤轩[出门],1,允许通过
1769,180649,女,18工商企管,21052730,1355322,2019-04-14 08:35:00,飞凤轩[进门],1,允许通过
1770,180649,女,18工商企管,21052730,1358340,2019-04-15 22:15:00,飞凤轩[进门],1,允许通过
1771,180649,女,18工商企管,21052730,1358597,2019-04-16 11:24:00,飞凤轩[出门],1,允许通过
1772,180649,女,18工商企管,21052730,1366080,2019-04-21 18:53:00,飞凤轩[出门],1,允许通过
1773,180651,女,18工商企管,21118378,1331451,2019-04-01 07:28:00,飞凤轩[出门],1,允许通过
1774,180651,女,18工商企管,21118378,1334989,2019-04-05 11:38:00,飞凤轩[出门],1,允许通过
1775,180651,女,18工商企管,21118378,1335001,2019-04-05 11:44:00,飞凤轩[进门],1,允许通过
1776,180651,女,18工商企管,21118378,1335535,2019-04-06 08:42:00,飞凤轩[出门],1,允许通过
1777,180651,女,18工商企管,21118378,1336377,2019-04-07 11:49:00,飞凤轩[出门],1,允许通过
1778,180651,女,18工商企管,21118378,1336395,2019-04-07 11:59:00,飞凤轩[进门],1,允许通过
1779,180651,女,18工商企管,21118378,1339089,2019-04-03 00:00:00,飞凤轩[进门],1,允许通过
1780,180651,女,18工商企管,21118378,1339878,2019-04-04 09:41:00,飞凤轩[出门],1,允许通过
1781,180651,女,18工商企管,21118378,1344678,2019-04-29 17:06:00,飞凤轩[进门],1,允许通过
1782,180651,女,18工商企管,21118378,1345294,2019-04-30 07:36:00,飞凤轩[出门],1,允许通过
1783,180651,女,18工商企管,21118378,1345503,2019-04-30 10:13:00,飞凤轩[进门],1,允许通过
1784,180651,女,18工商企管,21118378,1349509,2019-04-10 10:04:00,飞凤轩[出门],1,允许通过
1785,180651,女,18工商企管,21118378,1350161,2019-04-10 19:04:00,飞凤轩[出门],1,允许通过
1786,180651,女,18工商企管,21118378,1350346,2019-04-10 21:51:00,飞凤轩[进门],1,允许通过
1787,180651,女,18工商企管,21118378,1350537,2019-04-11 09:34:00,飞凤轩[出门],1,允许通过
1788,180651,女,18工商企管,21118378,1350650,2019-04-11 13:16:00,飞凤轩[出门],1,允许通过
1789,180651,女,18工商企管,21118378,1351899,2019-04-12 09:40:00,飞凤轩[出门],1,允许通过
1790,180651,女,18工商企管,21118378,1354312,2019-04-12 22:37:00,飞凤轩[进门],1,允许通过
1791,180651,女,18工商企管,21118378,1354850,2019-04-13 14:42:00,飞凤轩[出门],1,允许通过
1792,180651,女,18工商企管,21118378,1354852,2019-04-13 14:52:00,飞凤轩[进门],1,允许通过
1793,180651,女,18工商企管,21118378,1373877,2019-04-27 00:00:00,飞凤轩[进门],1,允许通过
1794,180651,女,18工商企管,21118378,1374027,2019-04-27 11:36:00,飞凤轩[出门],1,允许通过
1795,180651,女,18工商企管,21118378,1374031,2019-04-27 11:38:00,飞凤轩[进门],1,允许通过
1796,180651,女,18工商企管,21118378,1374340,2019-04-27 20:18:00,飞凤轩[出门],1,允许通过
1797,180651,女,18工商企管,21118378,1374358,2019-04-27 20:41:00,飞凤轩[进门],1,允许通过
1798,180651,女,18工商企管,21118378,1374739,2019-04-28 19:46:00,飞凤轩[出门],1,允许通过
1799,180651,女,18工商企管,21118378,1374796,2019-04-28 20:56:00,飞凤轩[进门],1,允许通过
1800,180652,女,18工商企管,16859850,1334921,2019-04-05 10:44:00,飞凤轩[出门],1,允许通过
1801,180652,女,18工商企管,16859850,1334956,2019-04-05 11:16:00,飞凤轩[进门],1,允许通过
1802,180652,女,18工商企管,16859850,1336177,2019-04-07 07:43:00,飞凤轩[出门],1,允许通过
1803,180652,女,18工商企管,16859850,1336969,2019-04-07 19:56:00,飞凤轩[进门],1,允许通过
1804,180652,女,18工商企管,16859850,1340345,2019-04-04 16:00:00,飞凤轩[出门],1,允许通过
1805,180652,女,18工商企管,16859850,1340950,2019-04-04 21:29:00,飞凤轩[出门],1,允许通过
1806,180652,女,18工商企管,16859850,1343763,2019-04-02 16:44:00,飞凤轩[进门],1,允许通过
1807,180652,女,18工商企管,16859850,1345047,2019-04-29 20:25:00,飞凤轩[进门],1,允许通过
1808,180652,女,18工商企管,16859850,1348430,2019-04-09 09:41:00,飞凤轩[出门],1,允许通过
1809,180652,女,18工商企管,16859850,1351419,2019-04-11 20:23:00,飞凤轩[出门],1,允许通过
1810,180652,女,18工商企管,16859850,1353884,2019-04-12 00:00:00,飞凤轩[进门],1,允许通过
1811,180652,女,18工商企管,16859850,1360072,2019-04-17 19:33:00,飞凤轩[出门],1,允许通过
1812,180652,女,18工商企管,16859850,1360104,2019-04-17 20:14:00,飞凤轩[进门],1,允许通过
1813,180652,女,18工商企管,16859850,1360111,2019-04-17 20:18:00,飞凤轩[出门],1,允许通过
1814,180652,女,18工商企管,16859850,1360410,2019-04-18 09:34:00,飞凤轩[出门],1,允许通过
1815,180652,女,18工商企管,16859850,1360521,2019-04-18 13:30:00,飞凤轩[出门],1,允许通过
1816,180652,女,18工商企管,16859850,1361611,2019-04-19 08:22:00,飞凤轩[出门],1,允许通过
1817,180652,女,18工商企管,16859850,1366448,2019-04-22 00:00:00,飞凤轩[进门],1,允许通过
1818,180652,女,18工商企管,16859850,1373683,2019-04-26 22:17:00,飞凤轩[进门],1,允许通过
1819,180652,女,18工商企管,16859850,1373780,2019-04-27 07:00:00,飞凤轩[出门],1,允许通过
1820,180655,女,18工商企管,19352730,1335277,2019-04-05 19:51:00,飞凤轩[进门],1,允许通过
1821,180655,女,18工商企管,19352730,1335658,2019-04-06 13:45:00,飞凤轩[进门],1,允许通过
1822,180655,女,18工商企管,19352730,1340985,2019-04-04 21:55:00,飞凤轩[进门],1,允许通过
1823,180655,女,18工商企管,19352730,1344372,2019-04-29 08:33:00,飞凤轩[出门],1,允许通过
1824,180655,女,18工商企管,19352730,1348142,2019-04-08 20:24:00,飞凤轩[进门],1,允许通过
1825,180655,女,18工商企管,19352730,1348637,2019-04-09 18:24:00,飞凤轩[进门],1,允许通过
1826,180655,女,18工商企管,19352730,1348918,2019-04-09 22:38:00,飞凤轩[进门],1,允许通过
1827,180655,女,18工商企管,19352730,1350282,2019-04-10 21:11:00,飞凤轩[进门],1,允许通过
1828,180655,女,18工商企管,19352730,1351538,2019-04-11 21:55:00,飞凤轩[进门],1,允许通过
1829,180655,女,18工商企管,19352730,1354024,2019-04-12 19:32:00,飞凤轩[进门],1,允许通过
1830,180655,女,18工商企管,19352730,1354411,2019-04-13 07:05:00,飞凤轩[出门],1,允许通过
1831,180655,女,18工商企管,19352730,1354781,2019-04-13 13:40:00,飞凤轩[出门],1,允许通过
1832,180655,女,18工商企管,19352730,1355339,2019-04-14 08:50:00,飞凤轩[出门],1,允许通过
1833,180655,女,18工商企管,19352730,1355626,2019-04-14 12:03:00,飞凤轩[进门],1,允许通过
1834,180655,女,18工商企管,19352730,1358009,2019-04-15 18:31:00,飞凤轩[进门],1,允许通过
1835,180655,女,18工商企管,19352730,1358450,2019-04-16 00:00:00,飞凤轩[出门],1,允许通过
1836,180655,女,18工商企管,19352730,1360188,2019-04-17 21:27:00,飞凤轩[进门],1,允许通过
1837,180655,女,18工商企管,19352730,1361254,2019-04-18 19:14:00,飞凤轩[出门],1,允许通过
1838,180655,女,18工商企管,19352730,1362575,2019-04-19 00:00:00,飞凤轩[出门],1,允许通过
1839,180655,女,18工商企管,19352730,1365695,2019-04-21 09:35:00,飞凤轩[出门],1,允许通过
1840,180655,女,18工商企管,19352730,1370480,2019-04-25 22:14:00,飞凤轩[进门],1,允许通过
1841,180655,女,18工商企管,19352730,1370680,2019-04-26 00:00:00,飞凤轩[出门],1,允许通过
1842,180655,女,18工商企管,19352730,1374099,2019-04-27 12:17:00,飞凤轩[出门],1,允许通过
1843,180655,女,18工商企管,19352730,1374104,2019-04-27 12:21:00,飞凤轩[进门],1,允许通过
1844,180658,女,18工商企管,20209594,1331575,2019-04-01 10:12:00,飞凤轩[出门],1,允许通过
1845,180658,女,18工商企管,20209594,1345378,2019-04-30 08:33:00,飞凤轩[出门],1,允许通过
1846,180658,女,18工商企管,20209594,1348429,2019-04-09 09:40:00,飞凤轩[出门],1,允许通过
1847,180658,女,18工商企管,20209594,1348870,2019-04-09 22:00:00,飞凤轩[进门],1,允许通过
1848,180658,女,18工商企管,20209594,1354233,2019-04-12 21:48:00,飞凤轩[进门],1,允许通过
1849,180658,女,18工商企管,20209594,1355453,2019-04-14 10:27:00,飞凤轩[进门],1,允许通过
1850,180658,女,18工商企管,20209594,1355697,2019-04-14 12:31:00,飞凤轩[出门],1,允许通过
1851,180658,女,18工商企管,20209594,1355714,2019-04-14 12:38:00,飞凤轩[进门],1,允许通过
1852,180658,女,18工商企管,20209594,1358147,2019-04-15 00:00:00,飞凤轩[出门],1,允许通过
1853,180658,女,18工商企管,20209594,1358279,2019-04-15 21:34:00,飞凤轩[进门],1,允许通过
1854,180658,女,18工商企管,20209594,1358525,2019-04-16 09:41:00,飞凤轩[出门],1,允许通过
1855,180658,女,18工商企管,20209594,1367825,2019-04-22 19:57:00,飞凤轩[出门],1,允许通过
1856,180658,女,18工商企管,20209594,1368400,2019-04-23 19:10:00,飞凤轩[出门],1,允许通过
1857,180658,女,18工商企管,20209594,1374365,2019-04-27 20:49:00,飞凤轩[进门],1,允许通过
1858,180660,女,18工商企管,19537594,1335951,2019-04-06 19:28:00,飞凤轩[出门],1,允许通过
1859,180660,女,18工商企管,19537594,1343715,2019-04-02 16:22:00,飞凤轩[进门],1,允许通过
1860,180660,女,18工商企管,19537594,1343717,2019-04-02 16:23:00,飞凤轩[出门],1,允许通过
1861,180660,女,18工商企管,19537594,1351908,2019-04-12 09:46:00,飞凤轩[出门],1,允许通过
1862,180660,女,18工商企管,19537594,1358007,2019-04-15 18:30:00,飞凤轩[进门],1,允许通过
1863,180660,女,18工商企管,19537594,1358998,2019-04-16 21:59:00,飞凤轩[进门],1,允许通过
1864,180660,女,18工商企管,19537594,1365394,2019-04-20 21:22:00,飞凤轩[进门],1,允许通过
1865,180662,女,18工商企管,18754634,1331557,2019-04-01 09:59:00,飞凤轩[进门],1,允许通过
1866,180662,女,18工商企管,18754634,1335699,2019-04-06 14:53:00,飞凤轩[进门],1,允许通过
1867,180662,女,18工商企管,18754634,1336137,2019-04-07 00:41:00,飞凤轩[出门],1,允许通过
1868,180662,女,18工商企管,18754634,1336533,2019-04-07 14:25:00,飞凤轩[出门],1,允许通过
1869,180662,女,18工商企管,18754634,1337115,2019-04-07 21:48:00,飞凤轩[进门],1,允许通过
1870,180662,女,18工商企管,18754634,1339300,2019-04-03 19:52:00,飞凤轩[出门],1,允许通过
1871,180662,女,18工商企管,18754634,1339504,2019-04-03 22:43:00,飞凤轩[进门],1,允许通过
1872,180662,女,18工商企管,18754634,1340669,2019-04-04 18:11:00,飞凤轩[出门],1,允许通过
1873,180662,女,18工商企管,18754634,1341041,2019-04-04 22:35:00,飞凤轩[进门],1,允许通过
1874,180662,女,18工商企管,18754634,1341186,2019-04-02 09:32:00,飞凤轩[出门],1,允许通过
1875,180662,女,18工商企管,18754634,1344088,2019-04-02 21:12:00,飞凤轩[进门],1,允许通过
1876,180662,女,18工商企管,18754634,1344430,2019-04-29 09:27:00,飞凤轩[出门],1,允许通过
1877,180662,女,18工商企管,18754634,1345042,2019-04-29 20:22:00,飞凤轩[进门],1,允许通过
1878,180662,女,18工商企管,18754634,1348026,2019-04-08 00:00:00,飞凤轩[出门],1,允许通过
1879,180662,女,18工商企管,18754634,1348377,2019-04-09 08:48:00,飞凤轩[出门],1,允许通过
1880,180662,女,18工商企管,18754634,1348589,2019-04-09 14:57:00,飞凤轩[进门],1,允许通过
1881,180662,女,18工商企管,18754634,1350170,2019-04-10 19:08:00,飞凤轩[进门],1,允许通过
1882,180662,女,18工商企管,18754634,1350527,2019-04-11 09:27:00,飞凤轩[出门],1,允许通过
1883,180662,女,18工商企管,18754634,1351594,2019-04-11 22:31:00,飞凤轩[进门],1,允许通过
1884,180662,女,18工商企管,18754634,1355065,2019-04-13 21:19:00,飞凤轩[出门],1,允许通过
1885,180662,女,18工商企管,18754634,1355964,2019-04-14 19:14:00,飞凤轩[进门],1,允许通过
1886,180662,女,18工商企管,18754634,1356125,2019-04-14 20:50:00,飞凤轩[进门],1,允许通过
1887,180662,女,18工商企管,18754634,1358069,2019-04-15 19:06:00,飞凤轩[出门],1,允许通过
1888,180662,女,18工商企管,18754634,1358162,2019-04-15 20:10:00,飞凤轩[进门],1,允许通过
1889,180662,女,18工商企管,18754634,1358620,2019-04-16 13:37:00,飞凤轩[进门],1,允许通过
1890,180662,女,18工商企管,18754634,1360411,2019-04-18 09:34:00,飞凤轩[出门],1,允许通过
1891,180662,女,18工商企管,18754634,1361679,2019-04-19 09:31:00,飞凤轩[出门],1,允许通过
1892,180662,女,18工商企管,18754634,1362745,2019-04-19 00:00:00,飞凤轩[进门],1,允许通过
1893,180662,女,18工商企管,18754634,1365221,2019-04-20 18:53:00,飞凤轩[出门],1,允许通过
1894,180662,女,18工商企管,18754634,1365279,2019-04-20 19:36:00,飞凤轩[出门],1,允许通过
1895,180662,女,18工商企管,18754634,1365285,2019-04-20 19:44:00,飞凤轩[进门],1,允许通过
1896,180662,女,18工商企管,18754634,1365297,2019-04-20 19:54:00,飞凤轩[出门],1,允许通过
1897,180662,女,18工商企管,18754634,1365916,2019-04-21 00:00:00,飞凤轩[进门],1,允许通过
1898,180662,女,18工商企管,18754634,1368104,2019-04-23 08:44:00,飞凤轩[出门],1,允许通过
1899,180662,女,18工商企管,18754634,1368531,2019-04-23 22:06:00,飞凤轩[进门],1,允许通过
1900,180662,女,18工商企管,18754634,1373654,2019-04-26 21:54:00,飞凤轩[进门],1,允许通过
1901,180662,女,18工商企管,18754634,1373751,2019-04-27 00:39:00,飞凤轩[出门],1,允许通过
1902,180662,女,18工商企管,18754634,1374067,2019-04-27 11:57:00,飞凤轩[出门],1,允许通过
1903,180662,女,18工商企管,18754634,1374184,2019-04-27 13:28:00,飞凤轩[出门],1,允许通过
1904,180663,女,18工商企管,20254522,1336805,2019-04-07 18:15:00,飞凤轩[出门],1,允许通过
1905,180663,女,18工商企管,20254522,1339866,2019-04-04 09:32:00,飞凤轩[出门],1,允许通过
1906,180663,女,18工商企管,20254522,1340788,2019-04-04 19:18:00,飞凤轩[出门],1,允许通过
1907,180663,女,18工商企管,20254522,1345095,2019-04-29 00:00:00,飞凤轩[进门],1,允许通过
1908,180663,女,18工商企管,20254522,1345926,2019-04-30 21:21:00,飞凤轩[进门],1,允许通过
1909,180663,女,18工商企管,20254522,1347969,2019-04-08 18:33:00,飞凤轩[进门],1,允许通过
1910,180663,女,18工商企管,20254522,1348223,2019-04-08 21:29:00,飞凤轩[进门],1,允许通过
1911,180663,女,18工商企管,20254522,1356263,2019-04-14 22:20:00,飞凤轩[出门],1,允许通过
1912,180663,女,18工商企管,20254522,1356267,2019-04-14 22:23:00,飞凤轩[进门],1,允许通过
1913,180663,女,18工商企管,20254522,1360567,2019-04-18 14:35:00,飞凤轩[出门],1,允许通过
1914,180663,女,18工商企管,20254522,1360569,2019-04-18 14:36:00,飞凤轩[进门],1,允许通过
1915,180663,女,18工商企管,20254522,1365321,2019-04-20 20:11:00,飞凤轩[进门],1,允许通过
1916,180663,女,18工商企管,20254522,1366282,2019-04-21 21:22:00,飞凤轩[进门],1,允许通过
1917,180663,女,18工商企管,20254522,1367986,2019-04-22 00:00:00,飞凤轩[进门],1,允许通过
1918,180663,女,18工商企管,20254522,1368532,2019-04-23 00:00:00,飞凤轩[进门],1,允许通过
1919,180663,女,18工商企管,20254522,1369203,2019-04-24 21:49:00,飞凤轩[出门],1,允许通过
1920,180663,女,18工商企管,20254522,1370309,2019-04-25 20:10:00,飞凤轩[进门],1,允许通过
1921,180663,女,18工商企管,20254522,1373568,2019-04-26 20:23:00,飞凤轩[出门],1,允许通过
1922,180663,女,18工商企管,20254522,1373602,2019-04-26 20:58:00,飞凤轩[进门],1,允许通过
1923,180663,女,18工商企管,20254522,1373625,2019-04-26 21:28:00,飞凤轩[出门],1,允许通过
1924,180665,女,18工商企管,21324138,1336332,2019-04-07 11:13:00,飞凤轩[出门],1,允许通过
1925,180665,女,18工商企管,21324138,1337264,2019-04-03 08:38:00,飞凤轩[出门],1,允许通过
1926,180665,女,18工商企管,21324138,1339573,2019-04-04 08:43:00,飞凤轩[进门],1,允许通过
1927,180665,女,18工商企管,21324138,1340307,2019-04-04 15:37:00,飞凤轩[出门],1,允许通过
1928,180665,女,18工商企管,21324138,1344666,2019-04-29 16:56:00,飞凤轩[出门],1,允许通过
1929,180665,女,18工商企管,21324138,1348372,2019-04-09 08:43:00,飞凤轩[进门],1,允许通过
1930,180665,女,18工商企管,21324138,1349439,2019-04-10 09:19:00,飞凤轩[进门],1,允许通过
1931,180665,女,18工商企管,21324138,1351696,2019-04-12 08:59:00,飞凤轩[进门],1,允许通过
1932,180665,女,18工商企管,21324138,1355559,2019-04-14 11:35:00,飞凤轩[进门],1,允许通过
1933,180665,女,18工商企管,21324138,1356141,2019-04-14 21:00:00,飞凤轩[出门],1,允许通过
1934,180665,女,18工商企管,21324138,1358318,2019-04-15 00:00:00,飞凤轩[进门],1,允许通过
1935,180665,女,18工商企管,21324138,1365766,2019-04-21 10:52:00,飞凤轩[出门],1,允许通过
1936,180665,女,18工商企管,21324138,1374510,2019-04-28 07:29:00,飞凤轩[出门],1,允许通过
1937,180666,女,18工商企管,18356650,1340109,2019-04-04 14:41:00,飞凤轩[出门],1,允许通过
1938,180666,女,18工商企管,18356650,1344014,2019-04-02 20:13:00,飞凤轩[进门],1,允许通过
1939,180666,女,18工商企管,18356650,1344047,2019-04-02 20:33:00,飞凤轩[出门],1,允许通过
1940,180666,女,18工商企管,18356650,1344091,2019-04-02 21:15:00,飞凤轩[进门],1,允许通过
1941,180666,女,18工商企管,18356650,1345051,2019-04-29 20:28:00,飞凤轩[进门],1,允许通过
1942,180666,女,18工商企管,18356650,1345866,2019-04-30 20:42:00,飞凤轩[进门],1,允许通过
1943,180666,女,18工商企管,18356650,1348622,2019-04-09 18:17:00,飞凤轩[出门],1,允许通过
1944,180666,女,18工商企管,18356650,1350659,2019-04-11 13:21:00,飞凤轩[出门],1,允许通过
1945,180666,女,18工商企管,18356650,1355646,2019-04-14 00:00:00,飞凤轩[出门],1,允许通过
1946,180666,女,18工商企管,18356650,1358135,2019-04-15 19:54:00,飞凤轩[出门],1,允许通过
1947,180666,女,18工商企管,18356650,1360207,2019-04-17 21:36:00,飞凤轩[出门],1,允许通过
1948,180666,女,18工商企管,18356650,1360581,2019-04-18 14:48:00,飞凤轩[出门],1,允许通过
1949,180666,女,18工商企管,18356650,1365713,2019-04-21 09:50:00,飞凤轩[进门],1,允许通过
1950,180666,女,18工商企管,18356650,1366056,2019-04-21 18:40:00,飞凤轩[出门],1,允许通过
1951,180666,女,18工商企管,18356650,1366058,2019-04-21 18:41:00,飞凤轩[进门],1,允许通过
1952,180666,女,18工商企管,18356650,1367816,2019-04-22 19:50:00,飞凤轩[出门],1,允许通过
1953,180666,女,18工商企管,18356650,1373688,2019-04-26 22:20:00,飞凤轩[进门],1,允许通过
1954,180669,女,18工商企管,17162410,1331561,2019-04-01 10:01:00,飞凤轩[进门],1,允许通过
1955,180669,女,18工商企管,17162410,1331586,2019-04-01 10:23:00,飞凤轩[出门],1,允许通过
1956,180669,女,18工商企管,17162410,1337420,2019-04-03 14:06:00,飞凤轩[出门],1,允许通过
1957,180669,女,18工商企管,17162410,1339115,2019-04-03 18:15:00,飞凤轩[进门],1,允许通过
1958,180669,女,18工商企管,17162410,1339577,2019-04-04 08:55:00,飞凤轩[进门],1,允许通过
1959,180669,女,18工商企管,17162410,1340128,2019-04-04 14:53:00,飞凤轩[进门],1,允许通过
1960,180669,女,18工商企管,17162410,1340723,2019-04-04 18:39:00,飞凤轩[进门],1,允许通过
1961,180669,女,18工商企管,17162410,1341155,2019-04-02 08:57:00,飞凤轩[进门],1,允许通过
1962,180669,女,18工商企管,17162410,1343739,2019-04-02 16:32:00,飞凤轩[进门],1,允许通过
1963,180669,女,18工商企管,17162410,1345334,2019-04-30 00:00:00,飞凤轩[出门],1,允许通过
1964,180669,女,18工商企管,17162410,1347962,2019-04-08 18:29:00,飞凤轩[进门],1,允许通过
1965,180669,女,18工商企管,17162410,1350490,2019-04-11 08:42:00,飞凤轩[进门],1,允许通过
1966,180669,女,18工商企管,17162410,1351378,2019-04-11 19:45:00,飞凤轩[进门],1,允许通过
1967,180669,女,18工商企管,17162410,1358005,2019-04-15 18:29:00,飞凤轩[进门],1,允许通过
1968,180669,女,18工商企管,17162410,1358457,2019-04-16 08:26:00,飞凤轩[出门],1,允许通过
